Lap,Time,Distance,Heart Rate,Longitude,Latitude,Altitude,Local,images
1,18:48:38,680.09,106,136.9850988,35.1613017,63.7,9:48:38,0459.jpg
1,18:48:39,681.7,106,136.9850941,35.1613154,63.59,9:48:39,0460.jpg
1,18:48:40,683.3,106,136.9850869,35.1613287,63.5,9:48:40,0461.jpg
1,18:48:41,684.9,106,136.9850777,35.1613417,63.7,9:48:41,0462.jpg
1,18:48:42,686.49,106,136.9850674,35.1613547,63.6,9:48:42,0463.jpg
1,18:48:43,688.08,106,136.9850558,35.1613677,63.6,9:48:43,0464.jpg
1,18:48:44,689.67,106,136.985044,35.1613806,63.7,9:48:44,0465.jpg
1,18:48:45,691.25,106,136.9850321,35.1613933,63.8,9:48:45,0466.jpg
1,18:48:46,692.85,105,136.9850203,35.1614059,63.8,9:48:46,0467.jpg
1,18:48:47,694.45,107,136.9850086,35.1614188,63.6,9:48:47,0468.jpg
1,18:48:48,696.07,107,136.9849975,35.1614318,63.3,9:48:48,0469.jpg
1,18:48:49,697.71,107,136.984987,35.1614449,63.3,9:48:49,0470.jpg
1,18:48:50,699.38,107,136.9849771,35.1614577,63.4,9:48:50,0471.jpg
1,18:48:51,701.09,107,136.9849672,35.1614702,63.3,9:48:51,0472.jpg
1,18:48:52,702.78,105,136.9849572,35.1614828,63.2,9:48:52,0473.jpg
1,18:48:53,704.5,105,136.984947,35.1614953,63.2,9:48:53,0474.jpg
1,18:48:54,706.26,105,136.9849362,35.1615083,63.2,9:48:54,0475.jpg
1,18:48:55,708.04,105,136.9849252,35.1615223,63.09,9:48:55,0476.jpg
1,18:48:56,709.83,105,136.9849142,35.1615363,63.2,9:48:56,0477.jpg
1,18:48:57,711.59,104,136.984903,35.16155,63.09,9:48:57,0478.jpg
1,18:48:58,713.33,104,136.9848917,35.1615633,62.8,9:48:58,0479.jpg
1,18:48:59,715.07,104,136.98488,35.1615762,62.59,9:48:59,0480.jpg
1,18:49:00,716.8,104,136.9848679,35.1615888,62.39,9:49:00,0481.jpg
1,18:49:01,718.51,104,136.9848558,35.1616017,62.29,9:49:01,0482.jpg
1,18:49:02,720.21,100,136.9848439,35.1616147,62.09,9:49:02,0483.jpg
1,18:49:03,721.92,100,136.9848324,35.1616279,61.99,9:49:03,0484.jpg
1,18:49:04,723.61,100,136.9848217,35.1616411,61.79,9:49:04,0485.jpg
1,18:49:05,725.3,100,136.9848114,35.1616541,61.69,9:49:05,0486.jpg
1,18:49:06,726.99,100,136.9848015,35.161667,61.59,9:49:06,0487.jpg
1,18:49:07,728.66,101,136.984792,35.1616796,61.5,9:49:07,0488.jpg
1,18:49:08,730.3,101,136.9847827,35.1616921,61.3,9:49:08,0489.jpg
1,18:49:09,731.93,101,136.9847732,35.1617044,61.2,9:49:09,0490.jpg
1,18:49:10,733.56,101,136.9847631,35.1617166,61.2,9:49:10,0491.jpg
1,18:49:11,735.19,101,136.9847527,35.1617283,61.09,9:49:11,0492.jpg
1,18:49:12,736.82,92,136.9847422,35.1617396,60.99,9:49:12,0493.jpg
1,18:49:13,738.43,92,136.9847318,35.1617504,60.99,9:49:13,0494.jpg
1,18:49:14,740.03,92,136.9847214,35.161761,60.89,9:49:14,0495.jpg
1,18:49:15,741.61,92,136.9847112,35.1617715,61.09,9:49:15,0496.jpg
1,18:49:16,743.21,92,136.9847012,35.1617819,61.1,9:49:16,0497.jpg
1,18:49:17,744.81,90,136.9846914,35.1617925,60.9,9:49:17,0498.jpg
1,18:49:18,746.41,90,136.984682,35.1618029,61,9:49:18,0499.jpg
1,18:49:19,748.03,90,136.9846728,35.1618128,61,9:49:19,0500.jpg
1,18:49:20,749.64,90,136.9846634,35.1618222,61,9:49:20,0501.jpg
1,18:49:21,751.25,90,136.9846541,35.1618309,60.9,9:49:21,0502.jpg
1,18:49:22,752.89,92,136.9846445,35.1618395,61,9:49:22,0503.jpg
1,18:49:23,754.53,92,136.984635,35.1618479,61,9:49:23,0504.jpg
1,18:49:24,756.14,92,136.9846258,35.1618563,61,9:49:24,0505.jpg
1,18:49:25,757.75,92,136.9846177,35.161864,61,9:49:25,0506.jpg
1,18:49:26,759.32,92,136.9846104,35.1618713,61,9:49:26,0507.jpg
1,18:49:27,759.32,93,136.9846035,35.1618781,60.9,9:49:27,0508.jpg
1,18:49:28,759.32,93,136.9845972,35.1618844,60.8,9:49:28,0509.jpg
1,18:49:29,759.32,93,136.984592,35.1618901,60.8,9:49:29,0510.jpg
1,18:49:30,759.32,93,136.9845871,35.1618956,60.8,9:49:30,0511.jpg
1,18:49:31,759.32,93,136.9845828,35.1619009,60.7,9:49:31,0512.jpg
1,18:49:32,759.32,92,136.9845797,35.1619056,60.59,9:49:32,0513.jpg
1,18:49:33,761.33,92,136.9845779,35.1619097,60.7,9:49:33,0514.jpg
1,18:49:34,761.83,92,136.9845772,35.1619128,60.3,9:49:34,0515.jpg
1,18:49:35,762.41,92,136.9845771,35.1619149,60.3,9:49:35,0516.jpg
1,18:49:36,763.03,92,136.9845774,35.1619167,60.09,9:49:36,0517.jpg
1,18:49:37,763.67,93,136.9845785,35.1619186,60.09,9:49:37,0518.jpg
1,18:49:38,763.67,93,136.9845805,35.161921,59.89,9:49:38,0519.jpg
1,18:49:39,763.67,93,136.9845839,35.1619245,59.79,9:49:39,0520.jpg
1,18:49:40,763.67,93,136.9845895,35.16193,59.99,9:49:40,0521.jpg
1,18:49:41,763.67,93,136.9845933,35.1619368,59.99,9:49:41,0522.jpg
1,18:49:42,763.67,95,136.9845959,35.1619444,59.99,9:49:42,0523.jpg
1,18:49:43,763.67,95,136.9845979,35.1619524,59.9,9:49:43,0524.jpg
1,18:49:44,763.67,95,136.984599,35.16196,59.8,9:49:44,0525.jpg
1,18:49:45,763.67,95,136.9845995,35.1619669,59.9,9:49:45,0526.jpg
1,18:49:46,764.03,95,136.984599,35.1619728,60,9:49:46,0527.jpg
1,18:49:47,764.57,97,136.9845976,35.1619768,60,9:49:47,0528.jpg
1,18:49:48,765.39,97,136.9845946,35.1619787,60.1,9:49:48,0529.jpg
1,18:49:49,766.62,97,136.9845908,35.1619787,60.2,9:49:49,0530.jpg
1,18:49:50,768.06,97,136.9845849,35.1619768,60.3,9:49:50,0531.jpg
1,18:49:51,769.38,97,136.9845785,35.1619734,60.3,9:49:51,0532.jpg
1,18:49:52,770.78,97,136.9845716,35.1619682,60.3,9:49:52,0533.jpg
1,18:49:53,772.22,97,136.9845642,35.1619619,60.4,9:49:53,0534.jpg
1,18:49:54,773.49,97,136.9845572,35.1619549,60.4,9:49:54,0535.jpg
1,18:49:55,774.71,97,136.9845507,35.1619475,60.5,9:49:55,0536.jpg
1,18:49:56,776.02,97,136.9845454,35.1619399,60.4,9:49:56,0537.jpg
1,18:49:57,777.45,95,136.9845413,35.1619322,60.6,9:49:57,0538.jpg
1,18:49:58,778.87,95,136.9845383,35.1619244,60.4,9:49:58,0539.jpg
1,18:49:59,780.34,95,136.9845368,35.1619159,60.4,9:49:59,0540.jpg
1,18:50:00,781.91,95,136.9845368,35.1619068,60.2,9:50:00,0541.jpg
1,18:50:01,783.35,95,136.9845386,35.1618974,60.3,9:50:01,0542.jpg
1,18:50:02,784.67,96,136.9845417,35.1618881,60.3,9:50:02,0543.jpg
1,18:50:03,785.91,96,136.9845456,35.1618794,60.3,9:50:03,0544.jpg
1,18:50:04,787.11,96,136.9845506,35.1618708,60.2,9:50:04,0545.jpg
1,18:50:05,788.43,96,136.9845566,35.1618623,59.8,9:50:05,0546.jpg
1,18:50:06,789.8,96,136.9845638,35.1618533,59.59,9:50:06,0547.jpg
1,18:50:07,791.13,94,136.9845719,35.161844,59.49,9:50:07,0548.jpg
1,18:50:08,792.45,94,136.9845808,35.161835,59.49,9:50:08,0549.jpg
1,18:50:09,793.75,94,136.9845892,35.1618263,59.49,9:50:09,0550.jpg
1,18:50:10,795.04,94,136.9845972,35.161818,59.5,9:50:10,0551.jpg
1,18:50:11,796.32,94,136.984605,35.1618097,59.3,9:50:11,0552.jpg
1,18:50:12,797.6,96,136.9846122,35.1618012,59.3,9:50:12,0553.jpg
1,18:50:13,798.86,96,136.9846193,35.1617932,59.3,9:50:13,0554.jpg
1,18:50:14,800.12,96,136.9846257,35.1617851,59.2,9:50:14,0555.jpg
1,18:50:15,801.37,96,136.984632,35.1617771,59.2,9:50:15,0556.jpg
1,18:50:16,802.58,96,136.984638,35.1617689,59.09,9:50:16,0557.jpg
1,18:50:17,803.78,98,136.9846438,35.1617603,58.99,9:50:17,0558.jpg
1,18:50:18,804.98,98,136.9846498,35.1617512,58.99,9:50:18,0559.jpg
1,18:50:19,806.17,98,136.9846559,35.1617409,59,9:50:19,0560.jpg
1,18:50:20,807.37,98,136.9846617,35.1617298,59,9:50:20,0561.jpg
1,18:50:21,808.57,98,136.9846677,35.1617178,59,9:50:21,0562.jpg
1,18:50:22,809.77,96,136.9846739,35.1617056,59,9:50:22,0563.jpg
1,18:50:23,810.97,96,136.9846805,35.1616932,59,9:50:23,0564.jpg
1,18:50:24,812.18,96,136.9846874,35.1616813,59.1,9:50:24,0565.jpg
1,18:50:25,813.4,96,136.9846951,35.1616697,59.1,9:50:25,0566.jpg
1,18:50:26,814.61,96,136.9847032,35.1616584,58.9,9:50:26,0567.jpg
1,18:50:27,815.85,94,136.984712,35.1616472,58.9,9:50:27,0568.jpg
1,18:50:28,817.09,94,136.9847214,35.1616358,59.1,9:50:28,0569.jpg
1,18:50:29,818.33,94,136.9847307,35.1616246,59.1,9:50:29,0570.jpg
1,18:50:30,819.58,94,136.9847399,35.1616133,59.1,9:50:30,0571.jpg
1,18:50:31,820.82,94,136.9847482,35.161602,59.1,9:50:31,0572.jpg
1,18:50:32,822.06,94,136.9847558,35.1615905,59.1,9:50:32,0573.jpg
1,18:50:33,823.31,94,136.9847625,35.1615787,59.1,9:50:33,0574.jpg
1,18:50:34,824.55,94,136.9847692,35.161567,59.2,9:50:34,0575.jpg
1,18:50:35,825.79,94,136.9847758,35.1615558,59.2,9:50:35,0576.jpg
1,18:50:36,827.05,94,136.9847826,35.1615452,59.3,9:50:36,0577.jpg
1,18:50:37,828.31,94,136.9847897,35.161535,59.3,9:50:37,0578.jpg
1,18:50:38,829.56,94,136.9847963,35.1615254,59.3,9:50:38,0579.jpg
1,18:50:39,830.82,94,136.9848027,35.1615158,59.3,9:50:39,0580.jpg
1,18:50:40,832.1,94,136.9848092,35.1615058,59.3,9:50:40,0581.jpg
1,18:50:41,833.38,94,136.9848152,35.1614956,59.3,9:50:41,0582.jpg
1,18:50:42,834.66,92,136.9848207,35.1614854,59.3,9:50:42,0583.jpg
1,18:50:43,835.94,92,136.9848251,35.1614754,59.3,9:50:43,0584.jpg
1,18:50:44,837.21,92,136.9848288,35.1614648,59.2,9:50:44,0585.jpg
1,18:50:45,838.47,92,136.9848326,35.1614537,59.2,9:50:45,0586.jpg
1,18:50:46,839.74,92,136.9848368,35.1614428,59.1,9:50:46,0587.jpg
1,18:50:47,841.02,94,136.984841,35.1614321,59.1,9:50:47,0588.jpg
1,18:50:48,842.3,94,136.9848449,35.1614217,59.2,9:50:48,0589.jpg
1,18:50:49,843.59,94,136.9848486,35.1614113,59.3,9:50:49,0590.jpg
1,18:50:50,844.88,94,136.984852,35.1614012,59.1,9:50:50,0591.jpg
1,18:50:51,846.17,94,136.9848554,35.1613913,59.1,9:50:51,0592.jpg
1,18:50:52,847.44,96,136.984859,35.1613815,59.1,9:50:52,0593.jpg
1,18:50:53,848.71,96,136.9848623,35.1613716,59.3,9:50:53,0594.jpg
1,18:50:54,849.95,96,136.9848654,35.1613612,59.4,9:50:54,0595.jpg
1,18:50:55,851.17,96,136.9848679,35.1613504,59.4,9:50:55,0596.jpg
1,18:50:56,852.38,96,136.9848698,35.1613389,59.5,9:50:56,0597.jpg
1,18:50:57,853.56,94,136.9848717,35.1613271,59.4,9:50:57,0598.jpg
1,18:50:58,854.72,94,136.9848737,35.1613156,59.3,9:50:58,0599.jpg
1,18:50:59,855.89,94,136.9848758,35.1613041,59.3,9:50:59,0600.jpg
1,18:51:00,857.04,94,136.9848781,35.1612929,59.3,9:51:00,0601.jpg
1,18:51:01,858.2,94,136.9848812,35.1612829,59.3,9:51:01,0602.jpg
1,18:51:02,859.36,94,136.9848858,35.1612744,60,9:51:02,0603.jpg
1,18:51:03,860.54,94,136.9848919,35.1612667,60.6,9:51:03,0604.jpg
1,18:51:04,861.7,94,136.9848989,35.1612586,60.9,9:51:04,0605.jpg
1,18:51:05,862.85,94,136.9849061,35.1612498,61,9:51:05,0606.jpg
1,18:51:06,863.97,94,136.9849124,35.16124,61,9:51:06,0607.jpg
1,18:51:07,865.07,94,136.9849181,35.1612303,61.1,9:51:07,0608.jpg
1,18:51:08,866.15,94,136.9849232,35.1612208,61.1,9:51:08,0609.jpg
1,18:51:09,867.24,94,136.9849285,35.1612114,61,9:51:09,0610.jpg
1,18:51:10,868.34,94,136.9849334,35.1612021,60.7,9:51:10,0611.jpg
1,18:51:11,869.46,94,136.9849375,35.1611928,60.5,9:51:11,0612.jpg
1,18:51:12,870.61,94,136.9849415,35.1611838,60.5,9:51:12,0613.jpg
1,18:51:13,871.78,94,136.9849458,35.1611758,60.6,9:51:13,0614.jpg
1,18:51:14,872.95,94,136.9849516,35.1611689,60.8,9:51:14,0615.jpg
1,18:51:15,874.1,94,136.9849583,35.161163,60.8,9:51:15,0616.jpg
1,18:51:16,875.25,94,136.984965,35.1611575,60.6,9:51:16,0617.jpg
1,18:51:17,876.39,95,136.9849713,35.1611513,60.7,9:51:17,0618.jpg
1,18:51:18,877.51,95,136.9849766,35.1611441,61,9:51:18,0619.jpg
1,18:51:19,878.64,95,136.9849807,35.1611365,61.1,9:51:19,0620.jpg
1,18:51:20,879.76,95,136.9849838,35.1611284,61.2,9:51:20,0621.jpg
1,18:51:21,880.85,95,136.9849865,35.1611198,61.3,9:51:21,0622.jpg
1,18:51:22,881.94,97,136.9849888,35.1611114,61.6,9:51:22,0623.jpg
1,18:51:23,883.03,97,136.9849913,35.1611024,61.6,9:51:23,0624.jpg
1,18:51:24,884.07,97,136.9849941,35.1610924,61.7,9:51:24,0625.jpg
1,18:51:25,885.12,97,136.9849972,35.1610813,61.8,9:51:25,0626.jpg
1,18:51:26,886.16,97,136.9850007,35.1610694,61.9,9:51:26,0627.jpg
1,18:51:27,887.2,102,136.9850047,35.1610569,62.3,9:51:27,0628.jpg
1,18:51:28,888.21,102,136.9850088,35.161044,62.3,9:51:28,0629.jpg
1,18:51:29,889.23,102,136.9850132,35.1610309,62.5,9:51:29,0630.jpg
1,18:51:30,890.26,102,136.9850177,35.1610181,62.7,9:51:30,0631.jpg
1,18:51:31,891.3,101,136.9850223,35.1610057,62.9,9:51:31,0632.jpg
1,18:51:32,892.34,105,136.9850271,35.1609939,63.1,9:51:32,0633.jpg
1,18:51:33,893.37,105,136.9850321,35.1609832,63.2,9:51:33,0634.jpg
1,18:51:34,894.4,105,136.9850372,35.1609737,63.1,9:51:34,0635.jpg
1,18:51:35,895.42,105,136.9850429,35.1609646,63,9:51:35,0636.jpg
1,18:51:36,896.43,105,136.9850495,35.1609555,63.1,9:51:36,0637.jpg
1,18:51:37,897.38,105,136.9850563,35.1609462,63.1,9:51:37,0638.jpg
1,18:51:38,898.32,105,136.985063,35.1609368,63.1,9:51:38,0639.jpg
1,18:51:39,899.29,105,136.9850696,35.1609275,63.1,9:51:39,0640.jpg
1,18:51:40,900.28,105,136.9850762,35.160918,63.3,9:51:40,0641.jpg
1,18:51:41,901.31,105,136.9850826,35.1609086,63.2,9:51:41,0642.jpg
1,18:51:42,902.35,105,136.9850889,35.1608987,63.2,9:51:42,0643.jpg
1,18:51:43,903.42,105,136.985095,35.1608894,63.3,9:51:43,0644.jpg
1,18:51:44,904.48,105,136.9851012,35.1608808,63.5,9:51:44,0645.jpg
1,18:51:45,905.56,105,136.9851078,35.1608728,63.5,9:51:45,0646.jpg
1,18:51:46,906.65,105,136.9851146,35.1608657,63.5,9:51:46,0647.jpg
1,18:51:47,907.75,105,136.9851216,35.1608591,63.4,9:51:47,0648.jpg
1,18:51:48,908.85,105,136.9851292,35.1608523,63.5,9:51:48,0649.jpg
1,18:51:49,909.97,105,136.9851371,35.1608448,63.6,9:51:49,0650.jpg
1,18:51:50,911.1,105,136.985145,35.1608369,63.7,9:51:50,0651.jpg
1,18:51:51,912.22,105,136.9851525,35.1608292,63.7,9:51:51,0652.jpg
1,18:51:52,913.35,105,136.9851599,35.1608216,63.8,9:51:52,0653.jpg
1,18:51:53,914.48,105,136.9851673,35.1608137,63.8,9:51:53,0654.jpg
1,18:51:54,915.6,105,136.9851744,35.1608055,63.8,9:51:54,0655.jpg
1,18:51:55,916.73,105,136.9851818,35.1607969,63.8,9:51:55,0656.jpg
1,18:51:56,917.88,105,136.985189,35.1607884,63.8,9:51:56,0657.jpg
1,18:51:57,919.02,105,136.9851958,35.1607801,64,9:51:57,0658.jpg
1,18:51:58,920.18,105,136.9852026,35.1607713,64.2,9:51:58,0659.jpg
1,18:51:59,921.35,105,136.9852086,35.1607624,64.3,9:51:59,0660.jpg
1,18:52:00,922.5,105,136.9852144,35.1607534,64.5,9:52:00,0661.jpg
1,18:52:01,923.66,105,136.98522,35.160744,64.8,9:52:01,0662.jpg
1,18:52:02,924.82,105,136.9852257,35.1607342,64.89,9:52:02,0663.jpg
1,18:52:03,925.99,105,136.9852315,35.1607244,65.09,9:52:03,0664.jpg
1,18:52:04,927.16,105,136.985237,35.1607149,64.8,9:52:04,0665.jpg
1,18:52:05,928.35,105,136.9852421,35.1607052,64.8,9:52:05,0666.jpg
1,18:52:06,929.53,105,136.9852465,35.1606961,64.8,9:52:06,0667.jpg
1,18:52:07,930.71,100,136.9852505,35.1606879,64.7,9:52:07,0668.jpg
1,18:52:08,931.89,100,136.9852542,35.1606803,64.59,9:52:08,0669.jpg
1,18:52:09,933.03,100,136.985258,35.1606728,64.59,9:52:09,0670.jpg
1,18:52:10,934.14,100,136.9852623,35.1606653,64.59,9:52:10,0671.jpg
1,18:52:11,934.14,100,136.9852668,35.1606574,64.8,9:52:11,0672.jpg
1,18:52:12,934.14,102,136.9852718,35.1606493,64.59,9:52:12,0673.jpg
1,18:52:13,934.14,102,136.9852773,35.1606411,64.59,9:52:13,0674.jpg
1,18:52:14,934.14,102,136.9852834,35.1606332,64.7,9:52:14,0675.jpg
1,18:52:15,934.14,102,136.9852895,35.1606252,64.8,9:52:15,0676.jpg
1,18:52:16,934.14,102,136.9852955,35.160617,64.59,9:52:16,0677.jpg
1,18:52:17,934.14,100,136.9853014,35.1606083,64.69,9:52:17,0678.jpg
1,18:52:18,934.14,100,136.9853066,35.1605997,64.69,9:52:18,0679.jpg
1,18:52:19,934.14,100,136.9853116,35.1605916,64.69,9:52:19,0680.jpg
1,18:52:20,934.74,100,136.985316,35.1605842,64.79,9:52:20,0681.jpg
1,18:52:21,935.35,100,136.9853201,35.1605779,64.79,9:52:21,0682.jpg
1,18:52:22,936.23,102,136.9853237,35.1605729,64.89,9:52:22,0683.jpg
1,18:52:23,937.3,102,136.9853265,35.160569,64.59,9:52:23,0684.jpg
1,18:52:24,938.55,102,136.9853284,35.160566,64.69,9:52:24,0685.jpg
1,18:52:25,939.57,102,136.9853297,35.1605643,64.8,9:52:25,0686.jpg
1,18:52:26,940.32,102,136.9853305,35.1605632,64.8,9:52:26,0687.jpg
1,18:52:27,940.64,103,136.9853309,35.1605625,64.89,9:52:27,0688.jpg
1,18:52:28,940.79,103,136.9853312,35.1605622,64.89,9:52:28,0689.jpg
1,18:52:29,940.79,103,136.9853314,35.1605619,64.89,9:52:29,0690.jpg
1,18:52:30,940.79,103,136.9853315,35.1605618,64.89,9:52:30,0691.jpg
1,18:52:31,941.1,103,136.9853317,35.1605617,64.89,9:52:31,0692.jpg
1,18:52:32,941.6,103,136.9853317,35.1605617,64.89,9:52:32,0693.jpg
1,18:52:33,942.19,102,136.9853319,35.1605617,64.98,9:52:33,0694.jpg
1,18:52:34,942.8,102,136.985332,35.1605617,65,9:52:34,0695.jpg
1,18:52:35,943.43,102,136.9853324,35.1605618,64.9,9:52:35,0696.jpg
1,18:52:36,943.43,102,136.9853328,35.1605619,64.9,9:52:36,0697.jpg
1,18:52:37,943.43,102,136.9853337,35.1605622,65,9:52:37,0698.jpg
1,18:52:38,943.82,102,136.985335,35.1605625,65,9:52:38,0699.jpg
1,18:52:39,944.21,102,136.9853371,35.1605631,65,9:52:39,0700.jpg
1,18:52:40,944.67,102,136.9853406,35.1605641,65,9:52:40,0701.jpg
1,18:52:41,945.16,102,136.9853464,35.1605657,65,9:52:41,0702.jpg
1,18:52:42,945.67,102,136.9853526,35.1605668,65,9:52:42,0703.jpg
1,18:52:43,945.67,100,136.9853599,35.160568,65.09,9:52:43,0704.jpg
1,18:52:44,945.92,100,136.9853685,35.1605699,65.3,9:52:44,0705.jpg
1,18:52:45,946.38,100,136.9853779,35.1605726,65.3,9:52:45,0706.jpg
1,18:52:46,947.12,100,136.9853877,35.1605762,65.3,9:52:46,0707.jpg
1,18:52:47,948.06,100,136.9853977,35.1605804,65.59,9:52:47,0708.jpg
1,18:52:48,949.15,95,136.9854077,35.1605848,65.59,9:52:48,0709.jpg
1,18:52:49,950.25,95,136.9854175,35.1605891,65.89,9:52:49,0710.jpg
1,18:52:50,951.36,95,136.985427,35.1605929,65.8,9:52:50,0711.jpg
1,18:52:51,952.35,95,136.9854363,35.1605957,65.8,9:52:51,0712.jpg
1,18:52:52,953.36,95,136.9854448,35.1605979,65.8,9:52:52,0713.jpg
1,18:52:53,954.37,98,136.9854528,35.1605996,65.8,9:52:53,0714.jpg
1,18:52:54,955.25,98,136.9854608,35.1606008,65.89,9:52:54,0715.jpg
1,18:52:55,956.14,98,136.985468,35.1606009,65.8,9:52:55,0716.jpg
1,18:52:56,957.1,98,136.9854745,35.1605996,65.8,9:52:56,0717.jpg
1,18:52:57,958.01,98,136.9854795,35.1605974,65.89,9:52:57,0718.jpg
1,18:52:58,958.97,99,136.9854835,35.1605942,66.09,9:52:58,0719.jpg
1,18:52:59,960,99,136.9854873,35.1605904,66.5,9:52:59,0720.jpg
1,18:53:00,961,99,136.9854913,35.160586,66.5,9:53:00,0721.jpg
1,18:53:01,961.92,99,136.9854951,35.160581,66.4,9:53:01,0722.jpg
1,18:53:02,962.81,99,136.985499,35.1605757,66.5,9:53:02,0723.jpg
1,18:53:03,963.61,99,136.9855028,35.1605709,66.59,9:53:03,0724.jpg
1,18:53:04,964.32,99,136.9855064,35.1605662,66.8,9:53:04,0725.jpg
1,18:53:05,964.97,99,136.98551,35.1605618,66.7,9:53:05,0726.jpg
1,18:53:06,965.62,99,136.9855136,35.1605575,66.9,9:53:06,0727.jpg
1,18:53:07,966.27,99,136.9855171,35.1605536,67,9:53:07,0728.jpg
1,18:53:08,966.91,101,136.985521,35.1605496,67.09,9:53:08,0729.jpg
1,18:53:09,967.53,100,136.9855247,35.1605461,67.3,9:53:09,0730.jpg
1,18:53:10,968.49,100,136.9855275,35.1605437,67.4,9:53:10,0731.jpg
1,18:53:11,968.49,100,136.9855301,35.1605418,67.3,9:53:11,0732.jpg
1,18:53:12,968.49,100,136.9855325,35.1605403,67.3,9:53:12,0733.jpg
1,18:53:13,968.49,97,136.9855347,35.1605394,67.3,9:53:13,0734.jpg
1,18:53:14,968.49,97,136.9855363,35.1605388,67.5,9:53:14,0735.jpg
1,18:53:15,968.49,97,136.9855376,35.1605387,67.59,9:53:15,0736.jpg
1,18:53:16,968.49,97,136.9855382,35.1605388,67.59,9:53:16,0737.jpg
1,18:53:17,968.49,97,136.9855385,35.1605389,67.59,9:53:17,0738.jpg
1,18:53:18,968.49,99,136.9855385,35.1605393,67.5,9:53:18,0739.jpg
1,18:53:19,968.49,99,136.9855381,35.1605399,67.5,9:53:19,0740.jpg
1,18:53:20,968.49,99,136.9855373,35.1605408,67.5,9:53:20,0741.jpg
1,18:53:21,968.49,99,136.9855362,35.1605417,67.59,9:53:21,0742.jpg
1,18:53:22,968.49,99,136.985535,35.1605424,67.5,9:53:22,0743.jpg
1,18:53:23,968.49,99,136.9855343,35.1605434,67.4,9:53:23,0744.jpg
1,18:53:24,968.49,98,136.9855338,35.160544,67.3,9:53:24,0745.jpg
1,18:53:25,968.49,98,136.9855336,35.1605444,67.3,9:53:25,0746.jpg
1,18:53:26,968.49,98,136.9855335,35.1605446,67.3,9:53:26,0747.jpg
1,18:53:27,968.49,98,136.9855334,35.1605448,67.3,9:53:27,0748.jpg
1,18:53:28,968.49,99,136.9855332,35.1605448,67.3,9:53:28,0749.jpg
1,18:53:29,968.73,99,136.9855332,35.1605449,67.3,9:53:29,0750.jpg
1,18:53:30,969.07,99,136.9855332,35.1605449,67.3,9:53:30,0751.jpg
1,18:53:31,969.45,99,136.9855332,35.1605449,67.3,9:53:31,0752.jpg
1,18:53:32,969.84,99,136.9855332,35.1605449,67.3,9:53:32,0753.jpg
1,18:53:33,970.24,100,136.9855332,35.1605449,67.39,9:53:33,0754.jpg
1,18:53:34,970.24,100,136.9855332,35.1605449,67.39,9:53:34,0755.jpg
1,18:53:35,970.24,100,136.9855332,35.1605449,67.39,9:53:35,0756.jpg
1,18:53:36,970.24,100,136.9855332,35.1605449,67.39,9:53:36,0757.jpg
1,18:53:37,970.24,100,136.9855332,35.1605449,67.4,9:53:37,0758.jpg
1,18:53:38,970.24,97,136.9855332,35.1605449,67.4,9:53:38,0759.jpg
1,18:53:39,970.24,97,136.9855332,35.1605449,67.4,9:53:39,0760.jpg
1,18:53:40,970.46,97,136.9855332,35.1605449,67.4,9:53:40,0761.jpg
1,18:53:41,970.8,97,136.9855331,35.160545,67.4,9:53:41,0762.jpg
1,18:53:42,971.24,97,136.9855331,35.160545,67.4,9:53:42,0763.jpg
1,18:53:43,971.74,94,136.9855331,35.160545,67.4,9:53:43,0764.jpg
1,18:53:44,972.26,94,136.9855331,35.160545,67.4,9:53:44,0765.jpg
1,18:53:45,972.44,94,136.9855331,35.160545,67.4,9:53:45,0766.jpg
1,18:53:46,972.53,94,136.9855331,35.160545,67.4,9:53:46,0767.jpg
1,18:53:47,972.53,94,136.9855331,35.160545,67.4,9:53:47,0768.jpg
1,18:53:48,972.53,96,136.9855331,35.160545,67.4,9:53:48,0769.jpg
1,18:53:49,972.53,96,136.9855331,35.160545,67.4,9:53:49,0770.jpg
1,18:53:50,972.53,96,136.9855331,35.160545,67.4,9:53:50,0771.jpg
1,18:53:51,972.53,96,136.9855331,35.160545,67.5,9:53:51,0772.jpg
1,18:53:52,972.53,96,136.9855331,35.160545,67.5,9:53:52,0773.jpg
1,18:53:53,972.53,96,136.9855331,35.1605451,67.5,9:53:53,0774.jpg
1,18:53:54,972.53,96,136.9855331,35.1605451,67.5,9:53:54,0775.jpg
1,18:53:55,972.53,96,136.985533,35.1605452,67.5,9:53:55,0776.jpg
1,18:53:56,972.53,96,136.9855329,35.1605455,67.5,9:53:56,0777.jpg
1,18:53:57,972.53,96,136.9855328,35.1605458,67.5,9:53:57,0778.jpg
1,18:53:58,972.53,107,136.9855324,35.1605464,67.5,9:53:58,0779.jpg
1,18:53:59,972.53,107,136.9855319,35.1605474,67.5,9:53:59,0780.jpg
1,18:54:00,972.53,107,136.9855312,35.1605489,67.5,9:54:00,0781.jpg
1,18:54:01,972.53,107,136.9855299,35.1605514,67.5,9:54:01,0782.jpg
1,18:54:02,972.53,107,136.9855279,35.1605556,67.59,9:54:02,0783.jpg
1,18:54:03,972.53,117,136.985527,35.1605582,67.59,9:54:03,0784.jpg
1,18:54:04,972.53,117,136.985527,35.1605601,67.7,9:54:04,0785.jpg
